text,sentiment
"If I could say it was better than Gymkata, I at least felt my money was not totally wasted.<br /><br />Then I saw Steven Segal's On Deadly Ground.<br /><br />This movie should see a resurrection though on MST 3K. If Santa Claus Conquers the Martians could make Tom Servo's head explode, one wonders what mayhem this movie could cause.<br /><br />There is a very good reason why Kurt Thomas never had a movie career.<br /><br />The writers of this dreck should be forced to wear placards every day of their lives that say ""Bitch slap me! I was a writer on Gymkata.""",neg
"Usually musicals in the 1940's were of a set formula - and if you studied films you know what I'm talking about - a certain running lenghth, very ""showy"" performances that were great on the surface but never got into the real personalities of the characters etc.<br /><br />THIS ONE IS DIFFERENT - and light years better and well worth it's nomination for best picture of the year - 1945 (although had no chance of beating the eventual winner - Lost Weekend).<br /><br />Gene Kelly was probably in the best form of his career - yes I know about ""American in Paris"" and ""Singing in the Rain"". This one is different. He really gets into his character of a ""sea wolf"" thinking (at first) that ""picking up any girl while on leave"" is nothing more than a lark. And if you had to make up a ""story"" to get her - so be it - until. Sort of like the Music Man when he gets ""his foot caught in the door"". The eventual hilarity of the film stems mostly from his and his new pal (Sinatra)'s attempt to make the ""story"" good in order to ""get the girl"" that he REALLY and unexpectedly falls in love with. You are going to have to see the movie to see what I mean.<br /><br />Besides that there are so many other elements of great film in this one, it's a classic buddy story, nostalgia to a time when WWII was almost over (the war ended about a month after the films release), a realization that a guy that always laughed at life can find out that he really is a great human being, great songs and probably a few other elements of classic film making that I can't think of right now.<br /><br />Why not a 10? Near the end - at nearly 2 1/2 hours starts to feel a bit long. There is a small ballet number that Gene Kelly does that must have been a sensation in 1945 but seems dated and feels like it just adds minutes now. But overall, this ones a definite winner on every level.",pos
"I don't know what you guys are talking about, the first time I watched this movie with two of my friends we couldn't stop crying. This is one of the funniest shits I've ever seen. That comment about the porn is so right though hahahaha.<br /><br />Yeah this movie actually is the worse, but it did bring tears to my eyes due to the phony characters, poor dialog and acting. Not to mention the expensive cameras they used to film it?! It looks like one of those movies out of my drivers ed. class. The props look like they came out of a high school drama show. The music sounds like it is from an original Nintendo system game. The only thing that even came close the scaring me about this movie was that it had a killer clown which, who isn't creeped out by fat, lurking clowns? hahaha if someone were to ever watch this though, they need to look out for the actors verbal errors like lisping on words and some of their facial expressions. hahahaha I died.<br /><br />SUSAN",neg
"As someone who has never condescended Adam Sandler in terms of talent, as is done to him and many comic actors like him, I walked in to Reign Over Me expecting a great film, not simply because of his presence in the movie but because I thought that it looked very good overall. Even someone who already thought that Sandler could deliver an effective dramatic performance is writing here that I was surprised at how fantastic he is in it. He will make you weep, especially in his purposefully sudden and unexpected monologue. What's amazing about his role is that it's a character it's hard to say we've seen before. We've seen many emotionally scarred characters, many mentally retarded people, many loners, many passionate self-centered artists, but Sandler's Charlie Fineman is none of these. He may have a taste of each of them in some ways, but his character is truly unpredictable and completely individual. It's a joy for the audience to be drawn in emotionally by him and be tugged every which way by someone whose problems, mindset, and provocations are completely different from most characters like him.<br /><br />Don Cheadle delivers an interesting performance on a completely different level. He is every man. He is the most normal possible person in the world, so much so that you will hardly find many characters like his either, or at least any that are played the way he plays Alan Johnson, whose name is even found on the assembly line. Cheadle is brilliant in that he is funny, jolting, smart, and stupid the way so many normal people are.<br /><br />The rest of the cast is populated by actors and actresses who've hardly done anything in awhile in smaller but quite colorful roles. Jada Pinkett-Smith is the overly refined upper middle class wife, Donald Sutherland is the impatient but surprising judge, Robert Klein is Sandler's desensitized father-in-law.<br /><br />Mike Binder's script is quite brilliant because it says something quite profound about the wonders of communication in all of its guises. It's much more subtle than, say, Babel, and has a much more close-to-home ideal.<br /><br />The camera is only interested in the reality of its images as opposed to the mere style. This film struck me as sort of a sendback to the kitchen-sink style of the 1970s. Cinematography was grainy and unfastened, but that was its charm. It wasn't about attracting us to the camera itself and the gloss that would've diluted its stories with such.<br /><br />The music, which plays a major role in the film, and its title, is very powerful. Near the beginning, you feel like you're in for another About Schmidt or Little Miss Sunshine sort of soundtrack, but you soon realize you're in for more than that. In fact, the film is packed with lots of music that stimulates a lot of the most emotional scenes.<br /><br />Reign Over Me is a major statement not only for society but also for film itself. It goes to show that even the director of Blankman is capable of wonders.",pos
"I vaugely recall seeing this when I was 3 years old, then my parents accidentally taped over all but a few seconds of it with some other cartoon. Then I was about 8 or 9 years old when I rediscovered it and since I was then able to comprehend things better, I thought it was a good movie then. Fast forward to Just a few weeks ago (June 2006) when I re-re discovered it thanks to some internet articles/video clips and it's just not the same movie. I'm sure it's still good with the kids, but to us 20-30 somethings it's definitely got ""Cult Status"" written all over it. It's a shame that the original production went through a painful process; if Fox gave it enough time it would probably be more recognized in the public eye today. Maybe if they were to remake it with a totally different story and an all star voice cast it could be, but that's for Fox to decide. I'm rambling here, I know. I Still think it's a great film, but it could be better than great.",pos
"Maybe I'm a sap but this is the sweetest movies ever! I saw it for the first time when I was around 4 or 5, and I cried my eyes out. Between then and now (embarrassed at age 15) I have seen it over 25 times and have sobbed each and every one of them. Don't worry they're tears of happiness! And it's not all sap! There's a lot of humor and comedy in it too. Usually the whole talking animal thing can be a huge drag but in this movie it's not the case. My only word of advice: Even if you love this-Don't see the sequal...cornyness! I suggest everyone checks this out...you won't be sorry, no matter how old or young you are!",pos
"I had the privilege of watching Scarface on the big screen with its beautifully restored 35mm print in honor of the 20th anniversary of the films release. It was great to see this on the big screen as so much of it is lost on television sets and the overall largesse of this project cannot be emphasized enough. <br /><br />Scarface is the remake of a classic rags to riches to the depths of hell story featuring Al Pacino as Cuban drug lord Tony Montana. In this version, Tony comes to America during the Cuban boat people immigration wave in the late 1970s, early 1980s. Tony and his cohorts quickly get green cards by offing a political figure in Tent City and after a brief stay at a Cuban restaurant; Tony is launched on his horrific path to towards total destruction. <br /><br />Many of the characters in this movie a played in such skilled manner that is so enjoyable to watch I have forgot little of this film over the last twenty years. Robert Loggia as Tony's patron, Frank Lopez is wonderful. His character is flawed by being too trusting, and as Tony quickly figures out, soft. Lopez's right hand, Omar Suarez is portrayed by one of our greatest actors, F. Murray Abraham (Amadeus.) Suarez is the ultimate toady and will do anything for Frank; it is like he does not have a mind of his own. Tony quickly sees this and he constantly battles with Suarez, but really only sees him as a minor problem to get through on his way to the top. The character that always comes back to me as being played so perfectly is Mel Bernstein, the audaciously corrupt Miami Narcotics detective played by Harris Yulin (Training Day.) Mel, without guilt extorts great sums of money form all sides of the drug industry. He plays Tony off of Frank until it catches up with him in a scene that marks the exit from the film of both Frank and Mel. It is priceless to hear Frank asking for Mel to intercede, as Tony is about to kill him only to hear Mel reply, `It's your tree Frank, you're sitting in it.' This is from the man who Frank had been paying for protection!<br /><br />Tony's rise is meteoric and is only matched in speed and intensity by his quick crash and burn. After offing Frank and taking his wife and business Tony's greed takes over and he never can seem to get enough. As Tony plunges deeper into the world of drugs, greed and the inability to trust he eventually kills his best friend and his sister who had fallen in love and married. This all sets up the ending in which Tony's compound is stormed by an army from his supplier who feels betrayed because Tony would not go through with a political assassination that was ordered. This all stems form a compassionate moment when Tony refused to be an accomplice in a murder that would have involved the victim's wife and children.<br /><br />All in all this is a great depiction of 1980s excess and cocaine culture. DePalma does a nice job of holding it all together in one of the fastest moving three hour movies around. The violence is extremely graphic and contains a few scenes that will be forever etched on any viewers mind, particularly the gruesome chainsaw seen, the two point blank shots to the head and the entire bloody melee that ends the movie. This is a highly recommended stylistically done film that is not for the squeamish, or for those who need upbeat endings and potential sequels; DePalma let it all fly right here.",pos
"Even in the 21st century, child-bearing is dangerous: women have miscarriages, and give birth prematurely. Seventy-five years ago, it was not uncommon for women to die during childbirth. That is the theme of ""Life Begins"": a look at the ""difficult cases"" ward of a maternity hospital. Loretta Young plays the lead, a woman brought here from prison (what crime she committed is not germane to the plot) to give birth; she's conflicted about the fact she's going to have to give her baby up after birth. She's in a ward with several other women, who share their joys and pain with each other.<br /><br />Although Loretta Young is the lead, the outstanding performance, as usual, is put in by Glenda Farrell. Farrell was one of Warner's ""B"" women in the 1930s, showing up quite a bit in supporting roles, and sometimes getting the lead in B movies (Farrell played Torchy Blane in several installments of the ""Torchy"" B-movie series.) Here, Farrell plays an expectant mother who doesn't want her children, since they'll only get in the way. She does everything she can to get in the way of the nurses, including smuggling liquor into the ward (this of course during the Prohibition days), and drinking like a fish -- apparently they'd never heard of fetal alcohol syndrome back in the 30s.<br /><br />Interestingly, unlike most movie of the early 1930s, it's not the women being bumbling idiots getting in the way of the heroic men -- that situation is reversed, with the expectant fathers being quivering mounds of jelly. (Watch for veteran character actor Frank McHugh as one of the expectant fathers.) ""Life Begins"", being an early talkie, treats the subject with a fair dollop of melodrama, to be sure, but it's quite a charming little movie. Turner Classic show it, albeit infrequently; I've only seen it show up on a few days honoring Loretta Young. But it's highly recommended viewing when it does show up.",pos
"Based on fact, this is the story of a teenager named Homer Hickam (Jake Gyllenhaal), growing up in a coal town in West Virginia where a boy's usual destiny was to ""end up in the mines."" But Homer had his eye on the sky and a love for flying rockets, to the dismay of his mine-foreman father, and the consternation of the townsfolk generally. A misfit for sure, he and three of his equally outcast buddies begin making rockets, which they fly from a patch of barren land eight miles out of town, so as to no longer terrorize the community with their oft-times errant rockets. Unfortunately, most of the town and especially Homer's father (Chris Cooper) thinks that they are wasting their time. However, the people become intrigued and soon start coming out in droves to watch the 'Rocketboys' send off their homemade missiles. Only one teacher (Laura Dern) in the high school understands their efforts and lets them know that they could become contenders in the national science fair with college scholarships being the prize. Now the gang must learn to perfect their craft and overcome the many problems facing them as they shoot for the stars. Director Joe Johnston has always been a famous name for his movies such as Jumanji & Jurassic Park 3 & ""October Sky"" surely stands above all of his other films. Without any doubts, ""October Sky"" is his best effort & obviously his best film. It's not only a true story filmed extremely well, but even as a movie, it has every single thing, which is required for a top level cinema. And along with Johnston's extra-ordinary direction, are some exceptional performances. Jake Gyllenhaal was around 19, when this movie was released & he gives a beautiful & natural performance. He is a perfect actor. Chris Cooper as his father, also gives a very fine performance. The same goes for Laura Dern & also she looks beautiful. Even the rest of the performances are extremely well. The background score was fine. Highly inspiring movie, which lifts up your spirit sky high. One of those movies which definitely inspires you for all of your life. An amazing inspiring movie along with loads of entertainment. Not to be missed.",pos
"Just okay horror film about a nice suburban family dealing with the death of their parents and the ""thing"" in the basement that they keep feeding people they pick up off the street. Of course there is more to it then that but to say more would be telling.<br /><br />For me this just didn't come together as it tries to have it two ways both as a family drama and a horror film. the film tries very hard to walk the cutting edge between the two genres but seems more to stumble all over the place as it tries to be shocking, something it never really is. It doesn't help that the final revelation is less a scare then an ""oh"", as on ""Oh thats it?"". Maybe if I hadn't been watching so many horror films recently this might have been better or it may have just seemed it since I wouldn't have compared it to so much.<br /><br />I'd take a pass",neg
"This light hearted comedy should be enjoyed for entertainment value. It gets quite hysterically funny at times, but if you haven't spent any time on 'that' side of the tracks you will miss the comedy when it erupts.<br /><br />The cast of characters meld well together and are quite believable in their roles. How Grace handles meeting her dead husbands girlfriend was well played. She's a true lady. And, my favorite is Grace's white pimp suit that she wears.<br /><br />I highly recommend this flick to anyone who wants to laugh out loud, who cheers for the underdog or just wishes to watch something different.",pos
"Like his elder brothers, Claude Sautet and Jean-Pierre Melville, Alain Corneau began to cut his teeth in French cinema with a series of fine thrillers: ""la Menace"" (1977) and ""Série Noire"" (1979) among others. ""Police Python 357"" is a good example of how Corneau conceived and shot his works at this time of his career. They had a splendid cinematography, painstaking screenplays and a sophisticated directing elaborated for efficiency's sake.<br /><br />The police superintendent Ferrot (Yves Montand) is a cop with unconventional methods who usually works all alone. He makes the acquaintance of a young woman Sylvia Léopardi (Stefania Sandrelli) and becomes her lover while ignoring that she has another lover: his superior Ganay (François Périer). When the latter learns it, he kills her in a fit of anger. Ferrot has to investigate the murder and all the clues are inexorably against him...<br /><br />One could deem that this kind of far-fetched story isn't exempt from glitches and sometimes, one can see right through it but Corneau's pedantic directorial style helps to conjure up a stifling, dusky atmosphere. The first part of the film before the night of the murder might seem uninteresting and however, it is crucial for what will follow this key-moment. Corneau falls back on a sober treatment with rather sparse moments and short appearances by secondary, minor characters whom the viewer will see again during the investigation. In spite of drawbacks, Corneau and his scenarist Daniel Boulanger penned a deft story. Ménard (Mathieu Carrière) who sometimes expresses his surprise because Ferrot keeps a relatively low profile during the investigation. But his superior knows that he usually works alone. Actually, Ferrot has to find solid tricks to muddy the waters and so to exonerate himself. Eventually, the chief idea of the film concerns Ferrot himself. He's a cop who bit by bit loses his identity and finds himself in the heart of a terrible depersonalization. It is epitomized by the moment when he throws himself acid on his face so that witnesses won't recognize him when he is brought face to face with them.<br /><br />The backdrop of this thriller, Orléans is efficiently enhanced by Corneau's camera and helps to inspire this eerie thriller its pernicious charm.",pos
"It has its merit's; Morvern Callar is both the merits and the disappointments. She's so enigmatic, so original. Is it her method of dealing with the pain of a lost one that's making her so distant and un-relatable? Or is she as one reviewer called her a revolutionary? Personally I'd call her dysfunctional.<br /><br />Morvern is completely detaching herself. Disposing of her boyfriend, not thinking of informing family or using the money he gave her for a proper funeral, she selfishly splashes out on a trip to Spain. She's seems so devoid of anything relatively human bar greed. The only element that enables the audience see the human side of her is her close friend she takes on holiday with her. Although by the end her friend is dumped and Morvern has nothing that ties her down to humanity. She may as well have killed herself.<br /><br />Despite managing to make Spain look as gloomy and bland as the UK the director's shots were superb, the lighting and color made the film visually stunning.<br /><br />It's really a shame the movie has nothing in it that keeps interest. It's little over 90 minutes but feels a lot longer. They manage to make Morvern seem interesting to grab your attention but do nothing with her only alienate her from you more to the point where you don't care about the characters or the film.",neg
"So much has been written about the film's plot, the wonderful acting performance, the script, the melancholy, bittersweet atmosphere, the superb direction - what can I add? Just watch for one of the most heart warming, beautifully acted, poignant scenes ever filmed. It is Christmas eve and Frank Morgan's character (the owner of the shop - Mr. Matuschek)is recovering from his broken marriage and a suicide attempt. As each of his employees leave he invites them to a Christmas dinner. Each and everyone of them politely turn him down. They all have plans for their own Christmas eve. At this stage there is a deep sadness to this moving scene. Frank Morgan gives the performance of his career and this scene easily brings me to tears. Thankfully we have a happy denouement to this very special scene. The new employee, the errand boy, is the last to exit the shop into a beautiful snowy street scene. Desperately Mr. Matuschek approaches this boy and asks him how he would love to spend the evening with him, he will treat him to all the wonderful Christmas food that this errand boy has probably never seen!The chap is overwhelmed, he too is obviously as lonely as Mr. Matuschek and together they can have a wonderful Christmas meal. Every time I see this scene it moves me. If you manage to get the delightful DVD look at the great trailer with Frank Morgan introducing himself as Mr. Matuschek and an appearance by the director of the film- the talented Ernst Lubitsch. This film is a joy from beginning to end.",pos
"Yeah. Pretty sure I saw this movie years ago when it was about the Supremes.<br /><br />Another recycled storyline glitzed up Hollywood-style, borrowing scripts from better making-it-in-the-music-industry films.<br /><br />Nothing original here.<br /><br />More make-up, glammier costumes and choreography = more money for the questionably ""talented"" Beyonce draw.<br /><br />If you like the throwback style, you should appreciate actual groups who struggled (without having digitized voices and a Hollywood empire).<br /><br />Beyonce's involvement makes this hypocritical garbage.",neg
"After watching this film last night on Sundance, I realized that much of Nakata's style was first done in this film. Here we have many of the same elements of the RINGU series, especially the idea of the media being the source of the supernatural. Instead of the cursed videotape, we instead having a haunted studio and strange images appearing on film. In fact, the strange images appearing on film brings immediately the cursed videotape in RINGU to mind. The only thing missing was the obsession to water that runs through Nakata's later films. The final scenes are quite chilling, with a bit of a nod to Murnau, what with the door opening by itself ands the ghost entering the room, reminds me immediatly of<br /><br />NOSFERATU. A chilling movie that will make think twice about going up to a catwalk.",pos
"I'll start with what I liked.<br /><br />I really liked the songs, everything about them was great, the costumes, music, lyrics (as long as the translation was good :) ), choreography, everything.<br /><br />I loved the crab scene and the cooking scene.<br /><br />But that's about it.<br /><br />I get it, arty cinema, blablabla, but too much is too much. Too much silence (it was interesting for an hour, but two hours of hearing steps and moaning from time to time, really...), too much boredom (no movie should ever be boring, no matter how deep it was to be!), too much porn-like scenes (I do get it really, I get that they were filming a porn movie there, but really, REALLY, really that is too much) I truly think, that cinema should be for watching and this one is definitely not watchable in no way.<br /><br />3 stars for the songs.",neg
Mario's first foray into the world of 3-dimensions is incredible. Miyamoto's masterpiece was reason enough to buy a Nintendo 64 when it was released in 1996 and it still holds all of it's charm today. This game is an instant classic that set the standard for 3D adventure/platform games.,pos
"My favorite Jackie Chan movie will always be ""Drunken Master"" (1978), followed by this film from 1985, ""Police Story."" In it, Chan plays a Hong Kong super-cop who busts a notorious crime lord and his gang, and is then assigned to protect the man's girlfriend (Brigitte Lin) so that she can turn state's evidence. As the story goes on, the gangster sends his goons to dispatch Lin, but Chan takes matters into his own fists and feet, while keeping girlfriend Maggie Cheung at bay. Like ""Drunken Master,"" ""Police Story"" has many of the signature stunts and over-the-top martial arts/action choreography that Chan has become famous for, climaxing in a battle royal at a crowded shopping mall. In his role as director, Chan exceeds in excellence, giving a charismatic and funny performance that accentuates the action. While light on the overall slapstick humor of ""Drunken Master,"" at heart ""Police Story"" is just that, a police story, a gritty cop-thriller that would be oft-copied over the years to come.<br /><br />10/10",pos
"There are so many reasons as to why I rate the sopranos so highly, one of its biggest triumphs being the cast and character building. Each character unfolds more and more each series. Also each series has an array of different 'small time characters' as well as the main. A good example of a character (who was only in three episodes) who you can feel for is David the compulsive gambler played brilliantly by Robert Patrick. Every little detail builds the perfect TV series. The show revolves round mob boss Tony Soprano (James Gandolfini) who attempts to balance his life of crime with his role as father of two. The show is not afraid to be bold and powerful with its dialogue and imagery and this is what makes it so believable. Whilst Tony runs things with capos Paulie (Tony Sirico) and Silvio (Steve Van Zant) his nephew Christopher (Michael imperioli) looks for a promotion. Every episode also features Tony's other family in some way which includes his children and wife carmela soprano (Edie Falco). On top of these problems is his uncle Junior soprano (Dominic Chianese) is trying to get what he can out of Tony's businesses despite being under house arrest. All the acting is powerful and characters complex, but the two who stand out the most are; James Gandolfini who 'is' Tony Soprano. Also Michael Imperioli who plays Christopher, representing the younger (20-30) generation in crime. If David Chase had not created this masterpiece modern TV dramas of such caliber may not have existed, such as The Wire and Dexter. So the Sopranos is definitely the Godfather, Goodfellas and Pulp fiction of TV",pos
"urgh! 3 things a movie needs: a good script, a good plot and good casting. i watched this movie expecting it to be hilariously terrible and was unfortunately disappointed when it was just plain terrible. I lost the will to live halfway through. The only thing which stopped me from stabbing my eyes out with a fork was Rose Byrne (who was the reason for me watching it in the first place). She did a good job as Rastus and her appearance hasn't changed much since she was 13. it was a fantastic first effort in a movie. the dog was also very good. both did a great job with such awful material. Sandra Bernhard i think was the biggest mistake of the movie. she was completely miscast, and i don't think she ever quite got the character.<br /><br />I give the movie 2 out of 10 - and thats only because of Rose.",neg
"Actually, this flick, made in 1999, has pretty good production values. The actors are attractive, and reasonably talented. There aren't a bunch of clowns running around blasting away, expending hundreds of rounds, but never hitting flesh. Nor are there wild car chases/crashes where thousands of dollars worth of beautiful machines are uselessly trashed.<br /><br />The interiors look respectably modern, architecturally, and the equipment looks up to snuff. Well, there is that high tech computer room furnished with what look like leftovers from a '50s electronics lab. And the pancake make-up on the corpses cracked me up. Not pancake make-up in the conventional sense, but what looks like dried pancake batter slathered over their exposed skin. This is supposed to support the idea that the bodies have calcified -- though how the virus would accomplish this transmutation is an exercise left for the student (viewer).<br /><br />Ah yes, the virus. I would like to tell you that this is not the absolute worst premise for a sci-fi, horror flick I know of, but I can't. A computer virus that is transmitted via a television (or computer monitor) screen and becomes a lethal biological pathogen? Gimme a break. Warp drives a la ""Star Trek"" are one thing, but photons becoming viruses? This is so silly the desired ""fright factor"" just isn't realizable. The flick could have used one of those awful dream sequences where the dead come alive, or have a cat jump out of the closet, or something, because the viral thingamajig isn't doing it. <br /><br />One presumes Robert Wagner has the same excuse for playing in this inanity that Lord Oliver gave for some of his later, trashy venues. He needed the money. No other comparison between the two should be construed,however.",neg
"Remember these two stories fondly and in the first, set in the not too distant future, we see a young boy preparing for examination day, the state i.q test. The boy is slightly puzzled as to his parents anxiety as some of his friends have already done it already and eventually goes off to do the test. Upon arriving he is given an injection and is curious as to why. The examiner smiles and tells him that it is just to make sure he tells the truth. The boy then asks, puzzled again, why wouldn't he? It is later and the parents are sitting waiting worriedly by the screen when a message appears and declares that the state are sorry, but their son's i.q level has exceeded the national quotient and ask politely would they like a private burial. A corker of a concluding scene! A Message From Charity was a heart warming story about a fluke mental connection between a girl from the past and a guy from the present. Which pans out into a weird story of witchcraft accusations in the past and delving into the history pages in the present. A nice story with a heartwarming conclusion.",pos
"I don't know who Sue Kramer, the director of this film is, but I have a strong suspicion that A) she is a lesbian and B) she somehow shamed everyone involved in this project to participate to prove they are not homophobic.<br /><br />I can imagine everyone thinking, ""My God, this is horrible. Not funny. Pedestrian. Totally lame."" But keeping their mouths shut for fear they will be labeled anti-gay or they ""don't get"" the gay lifestyle. (This is probably why Kramer did NOT cast gay people to play gay people too.) Anyway, it's not even worth reviewing. The actors are all directed to play every scene completely over the top so there is no sincerity or believability in anything they do. It's full of clichés and there is nothing about this movie that is the least bit amusing - much less funny.<br /><br />I hated it and I'm not afraid to say so. Too bad the gutless people who gave Kramer the money to make this bomb weren't as unbiased in their judgment.",neg
"I know that there are some purists out there who poo poo anything that is not exactly like the original, however sometimes spin-offs can stand on their own merits. I like the new Iron Chef because it is similar enough to the Japanese version but at the same time caters to American spirit. I love Alton Brown as commentator, because he explains things with flair. The Iron Chefs themselves are very interesting. I know the originals were probably the best chefs on the planet at the time, but Bobby Flay is the only American Iron Chef to beat them. Mario Batali seems to have the most fun when cooking, making comments and being flashy while creating. I have watched the series and find all the players work together well. The judges are not always the best choices, however. There are a few exceptions, like the lawyer turned foodie, but most of the judges are questionable in being able to handle what is served. I enjoy watching the chefs hustle and the challengers are surprising. The food at the end always looks amazing and sometimes it inspires me in the kitchen. Perhaps that is all anyone can ask, to want to really eat what is served. The only thing I would really change about the series is to ask folks on the show to lighten up a little. Sometimes the mood becomes a bit too tense, and that isn't always fun to watch when you are expecting more amusement. I liked the version with William Shatner (Iron Chef USA) because it was so over-the-top like the original, but I can tell it was a pretty expensive proposition. I wish he had stayed with this version and been the host - between Bill Shatner and Alton Brown, that would have me grinning for an hour. As long as you don't expect the original Japanese version and can accept this series on its own merits, you may find it to be an enjoyable hour.",pos
"Flat, soulless computer images on less than astonishing backgrounds animates a horribly predictable story in this film. Absolutely nothing takes you by surprise, you can even tell when the Bryan Adams vocals are going to come in, which are always at the wrong time.<br /><br />The main character, Spirit the horse, is given an annoying voice when he narrates what is happening. The narration is not needed, though, as everything happening is really obvious. You can even tell what the horses are saying, although all they do is neigh. Which would be good, but all the horses make exactly the same sounds - one for warning, one for sorrow, one for laughing, etc. There is no variation between the horses' voices.<br /><br />Young kids might like this film, though. It's soppy enough for a family to sit down and watch, and there's little danger of anyone being frightened. If you have nothing else to do, and want to watch a film with your kids, this isn't a bad choice.<br /><br />But otherwise, this isn't recommended.",neg
"Dominick (Nicky) Luciano wears a 'Hulk' T-shirt and trudges off everyday to perform his duties as a garbage man. He uses his physical power in picking up other's trash and hauling it to the town dump. He reads comic-book hero stories and loves wrestlers and wrestling, Going to WrestleMania with his twin brother Eugene on their birthday is a yearly tradition. He talks kindly with the many people he comes in contact with during his day. He reads comic books, which he finds in the trash, with a young boy who he often passes by while on the garbage route. Unfortunately, Dominick has a diminished ability to use his mind. He has a disability.<br /><br />Dominick's disability came as a result of an injury to the head in which he suffered traumatic brain injury (TBI). This injury left him slower, though it did not change his core characteristic as a strong individual who helps to protect others. Dominick is actually more able to live independently than he may seem at the beginning of the film. He lives with Eugene who is studying to become a doctor. Dominick provides the main source of income, while Eugene is off studying. Eugene must face the fact that he is to continue his education in a different city, and that he must move away from Dominick. Eugene also develops a romance which begins to separate him from his twin brother.<br /><br />The film deals specifically with domestic abuse and how this can impact individuals, families, and then society as a whole. The strain that escalates between Eugene and Dominick as Eugene realizes that he must eventually leave Nicky, exploded on their birthday night. Eugene yells at Dominick and throws him against the wall. In this moment, Eugene must confront his own fears of being like his abusive father, the father which Dominick protected him against while he himself became the victim of the abuse. This event cemented the love between the two brothers, who from then on became the best of friends. Though they needed each other, they also both needed independence and the ability to grow and develop relationship with others. The fact that they must part ways became a very real emotional strain. However, by the end of the film, Dominick is able to say good bye to his brother and wish him luck. Eugene is able to leave his brother with the confidence that he has started to make a social network of people who care about him and will help him with his independence.<br /><br />When Dominick witnesses the abuse of his friend he is forced to come face to face with the cause of his own trauma. In this state of extreme stress, Dominick almost completely shuts down. He then runs after the ambulance to the hospital to see what happened to his friend. After learning that the boy has died, he is confronted by the abusive father who, fearing his testimonial, tells him he didn't see nothing, doesn't know anything, and not to say anything, and that if he does he will kill him. Now that his own life has been threatened, he goes and find the hand gun that Larry used to kill the rats. He goes to the wake of the deceased boy and at gunpoint, kidnaps the baby of the grieving family. He runs away from the scene and hides in a building. When the police surround him, Eugene goes in the building to talk to his brother. Eugene then reveals the cause of Dominick's disability and they bring the baby back. The abusive father then wields a gun of his own threatening to kill Dominick, but Eugene stops him and Dominick tells the crowd that he saw the father throw his son down the stairs.<br /><br />Through the climactic ending, the issue of dysfunctional behavior comes into view. Though Dominick's instinct to save the baby can be understood, we also see how damaging this response is. Dominick put the baby's life and his own life in grave danger. The larger societal consequences of these events is not directly implicated, but rather shown through the films ending. Despite the more optimistic ending portrayal, another sequence of events might just have likely occurred, in which Dominick is charged with kidnapping and possession of a firearm. It is somewhat difficult to believe that this went completely unaccounted. Furthermore, even if Dominick is not charged, there may still be a stigma against him within the community, not that there wasn't one before these events. Instead, the film shows that we must be able to recognize problematic behavior and act to curb it.<br /><br />Dominick and Eugene was released in 1988, the same year as another film, Rainman, which won 5 Academy Awards. While Rainman was an achievement and helped increase the visibility with person with disabilities, it could be argued that Dominick and Eugene holds more valuable lessons for society. Whereas, Rainman demonstrated that mainstream American society might be able to learn from and care for a 'savant', if the 'savant' is the inheritor of a large estate. Dominick and Eugene show that a person with a disability might be able to care for and help save members of American society. The message of an independent person with disabilities may have been too strong for 1988. Hopefully someday society will see the strengths of individuals with disabilities, not as a threat, but as imperative for the strength of society.",pos
"First To Die 2003<br /><br />I'll admit my mistake first: I didn't realize this was a made for TV movie. I was ""thrown off"" by the ""R"" certification. The plot is strong, but the movie is about 40 minutes too long. The direction and continuity were excellent. For the most part the cast was exceptional and did a good job with their characters. The down side of the movie is that it definitely falls into the ""chick flick"" genre. Although there are some violent scenes, none of the violence should call for an ""R"" rating. There is no nudity or gratuitous sex scenes. Actually, there are no sex scenes. Ona Grauer (who is absolutely beautiful), Kristina Copeland, Sonya Salomaa, and Glynis Davies were all guests on the SG-1 series, but this movie did nothing to advance their careers since they were all used as low level supporting actresses. Robert Patrick was fantastic, as he usually is and Mitch Pileggi made me think of a modern day Lee Marvin. The very talented Megan Gallagher who I came to respect as an actor during the Millennium series, was given nothing challenging to show her range of abilities. The greatest disappointment with regard to the cast was Tracy Pollan. Aside from being a below average actress and not particularly attractive, her voice is absolutely annoying. I found myself muting the TV during her dialogue. I would recommend this movie to anyone who enjoys the Lifetime TV type of programs. I would not recommend paying any money to see this movie however. Considering I found nothing that would cause censorship, this is a movie that is worthy for only watching on TV, since nothing will be cut out. As a TV movie I would rate this as a 5 out 10. As a feature film with an ""R"" certification and such as strong cast, I rate it as a 2 out of ten.",neg
"One of the silliest movies of the 1940s, an unbearable haunted house comedy with music starring Kay Kyser. Kyer, orchestra leader and radio-star (and eternal college fraternity goof-off), was sort of the precursor to Spike Jones, hamming it up for his guests and backed up willingly by his merry troupe of musicians. He's hired to play a birthday party in a gloomy mansion, the kind where poison darts imported from Africa are framed and hung on the wall. The shindig is beset with a creepy judge, a scary professor, an ominous swami, lots of giggly females, and enough bad jokes to fill three Bob Hope pictures. The songs (by Jimmy McHugh and Johnny Mercer) are nothing to brag out, and neither is over-confident Kyser, yukking it up with elbow-in-the-ribs material that turns 1940 back ten years. * from ****",neg
